name,phone,website,address,city,rating,reviews,type,place_id,email_guess,mv_quality,mv_result
Augie's Barbed Wire Smokehouse,(210) 735-0088,https://augiesbbq.com/?utm_source=google,"3709 N St Mary's St, San Antonio, TX 78212",San Antonio,4.4,1883,Barbecue restaurant,ChIJ0Tw1MI_1XIYRnKYcqAU7A3w,mysabbq@gmail.com,good,ok
Great Northwest Animal Hospital,(210) 681-4278,http://www.gnwah.com/,"8843 Grissom Rd, San Antonio, TX 78251",San Antonio,4.8,1873,Veterinarian,ChIJqXnN3TRdXIYReMm6uh7x4AY,paws@gnwah.com,good,ok
Red Roof PLUS+ Austin South,(512) 448-0091,https://www.redroof.com/property/tx/austin/RRI258?utm_source=GMB&utm_medium=Google&utm_campaign=GMB_Performance_RRI258,"4701 I-35, Austin, TX 78744",Austin,3.7,1858,Hotel,ChIJ4Z2JCp20RIYRHrWexV7YSjM,firebase-adminsdk-fbsvc@redroof-web-prod.iam.gserviceaccount.com,bad,invalid
Midway BBQ,(281) 391-2830,https://midwaybbqkatytx.com/,"6025 Hwy Blvd, Katy, TX 77494",Katy,4.3,1857,Caterer,ChIJD7ndrDskQYYRRUpsDYPZVcU,midwaybbqkatytx@yahoo.com,risky,unknown
Rossmann Repair Group Inc.,(512) 212-9111,https://rossmanngroup.com/data-recovery-austin/,"2410 San Antonio St, Austin, TX 78705",Austin,4.9,1851,Data recovery service,ChIJ25Lx8Z1ZwokRP1n9qmuuAHw,data@rossmanngroup.com,bad,invalid
"Dynamic Dermatology - Sarah Groff, MD",(210) 951-5530,https://www.dynamicdermatology.com/,"13535 Hausman Pass #104, San Antonio, TX 78249",San Antonio,4.9,1844,Dermatologist,ChIJdc-MTM1nXIYR2pqrfWvJQxs,admin@dynamicdermatology.com,good,ok
Bon KBBQ,(832) 295-3922,http://bonkbbqhtx.com/,"8338 W Sam Houston Pkwy S Suite 168, Houston, TX 77072",Houston,4.4,1840,Korean barbecue restaurant,ChIJMaUbr7PCQIYR7Gg-xKNiRyQ,bonkrnbbq@gmail.com,good,ok
Paper Tiger,(817) 630-1279,http://www.papertigersatx.com/,"2410 N St Mary's St, San Antonio, TX 78212",San Antonio,4.4,1837,Live music venue,ChIJ7QnUKV5fXIYRwEyndxxYohk,andrew@resoundpresents.com,good,ok
The Moran Hotel CITYCENTRE,(713) 973-1600,https://themoranhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"800 Sorella Ct, Houston, TX 77024",Houston,4.4,1836,Hotel,ChIJjWAVFrPEQIYR0m85hfgDlBE,fo@themoranhotel.com,good,ok
Seabrook Classic Cafe,(281) 326-1512,https://www.seabrookclassiccafe.com/,"2511 E NASA Pkwy, Seabrook, TX 77586",Seabrook,4.4,1834,American restaurant,ChIJH8-NWFliP4YRCIkHxVbSD7A,classiccafe85@gmail.com,good,ok
Express Employment Professionals,(915) 307-8742,https://www.expresspros.com/us-texas-el-paso-east,"1368 N Zaragoza Rd Building A, Suite C, El Paso, TX 79936",El Paso,4.9,1826,Employment agency,ChIJBYhwe55D54YRPXeIWbI12RI,jobs.sanantoniotxse@expresspros.com,good,ok
South Park Family Dental,(210) 927-1400,https://safamilydentalcare.com/?utm_source=Maps&utm_medium=GBM,"2310 SW Military Dr #406, San Antonio, TX 78224",San Antonio,4.8,1815,Dentist,ChIJEVQIqbVZXIYR1rz-yVwswxE,southpark@safamilydentalcare.com,good,ok
St. Francis Veterinary Hospital,(210) 509-8500,https://www.stfrancisofassisivet.com/?utm_source=gmb&utm_medium=organic&y_source=1_MTE2Njg2NzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"8615 Potranco Rd, San Antonio, TX 78251",San Antonio,4.8,1812,Veterinarian,ChIJpUNO7sxcXIYRvthkSgj6hqo,wbu_golfmom@sbcglobal.com,bad,invalid
Public Service Plumbers,(214) 831-1959,https://publicserviceplumbers.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*163*public-service-plumbers-dallas,"5610 Dyer St, Dallas, TX 75206",Dallas,4.9,1807,Plumber,ChIJ-xSG3QyfToYRodv_wJH8ooQ,service@publicserviceplumbers.com,good,ok
The Park at Sutton Hill Apartments,(832) 501-3477,http://theparkatsuttonhill.com/,"11911 Martin Luther King Blvd, Houston, TX 77048",Houston,4.8,1807,Apartment complex,ChIJD23gE0yUQIYRq5Iut04gnOw,accessibility@apartments247.com,risky,catch_all
City Hall Cafe & Pie Bar,(936) 298-7002,http://cityhalltexas.com/,"1421 Sam Houston Ave, Huntsville, TX 77340",Huntsville,4.2,1797,Restaurant,ChIJi_9nAJAIR4YRffjrivAAezI,cityhall1791@yahoo.com,risky,unknown
Terilli's Restaurant,(214) 827-3993,https://www.terillis.com/,"2815 Greenville Ave, Dallas, TX 75206",Dallas,4.6,1794,Italian restaurant,ChIJ47JPqUCfToYRF-Hw6e750A8,terillisevents@gmail.com,good,ok
Safari Veterinary Care Centers,(281) 332-5612,http://www.safarivet.com/,"2402 Marina Bay Dr, League City, TX 77573",League City,4.5,1790,Veterinarian,ChIJtSQLXkKdQIYRQMh38g0S6oQ,frontdesk@safarivet.com,good,ok
Taqueria De Diez (D/10),(839) 888-2267,https://taqueriadediez.com/,"206 Trinity St unit 110, Austin, TX 78701",Austin,4.8,1789,Restaurant,ChIJDSfb3Dq1RIYR6BUfB7JSNRU,hola@taqueriadediez.com,good,ok
Koryo Korean BBQ,(214) 272-7486,http://eatkoryo.com/,"2560 Royal Ln #105, Dallas, TX 75229",Dallas,4.3,1787,Korean barbecue restaurant,ChIJTQQfuo4nTIYRK_6LxUdpJsU,koryo@jyhospitality.com,good,ok
"Andy's Sprinkler, Drainage & Lighting",(833) 917-3197,https://sprinklerdrainage.com/location/carrollton/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=carrollton-branch,"3210 Commander Dr, Carrollton, TX 75006",Carrollton,4.8,1779,Lawn sprinkler system contractor,ChIJjadGi6YmTIYRrXxLXjGrD58,support@andyssprinkler.com,bad,invalid
Lv Nail Lounge (10% Off Mon-Thurs),(512) 383-8702,https://lvnailloungeaustin.com/,"6501 S Congress Ave Suite 2-207, Austin, TX 78745",Austin,4.6,1775,Nail salon,ChIJJUziqFGzRIYRdEdlmu4Wm08,ivypham2012@yahoo.com,risky,unknown
Stereo Live,,http://www.stereolive.com/,"6400 Richmond Ave, Houston, TX 77057",Houston,4.3,1775,Live music venue,ChIJb2TAHcjDQIYRXjZegL5i9Wk,dallas@stereolive.com,good,ok
Tad's Louisiana Cooking,(281) 665-1149,https://www.tadsrestaurants.com/,"1425 FM 1463, Katy, TX 77494",Katy,4.2,1764,Cajun restaurant,ChIJ6fRNdm4kQYYRUBs7Alv0BWI,tadslouisianacooking@gmail.com,good,ok
1up ink Tattoo Studios,(214) 484-2128,http://www.1upinktattoos.com/,"111 Barry Ave ste a, Dallas, TX 75214",Dallas,4.9,1764,Tattoo and piercing shop,ChIJdW0cCwyZToYRJfedKCC3SME,1upinktat@gmail.com,good,ok
Pit Row Pit Stop,(936) 327-5110,https://pitrowpitstop.shop/,"402 1st St, Livingston, TX 77351",Livingston,4.5,1760,Diner,ChIJhR353neGOIYRbV2ioRJI5ek,pitrowpitstop.shop@gmail.com,bad,invalid
Amazing Morrow,(281) 301-0560,https://amazingmorrow.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,"17013 Seven Pines Dr, Spring, TX 77379",Spring,4.9,1759,HVAC contractor,ChIJNzYwzNjMQIYRaD9e_75tDoo,justin@morrowmechanical.com,good,ok
Aldino at The Vineyard - Italian Restaurant In San Antonio,(210) 340-0000,https://www.aldinos.com/,"1203 North Loop 1604 W at Blanco, San Antonio, TX 78232",San Antonio,4.7,1747,Italian restaurant,ChIJMaDTJydiXIYRLITvsscZXU0,aldinoatthevineyard@gmail.com,good,ok
Blonde Faith Salon,(512) 467-4717,https://www.blondefaithsalon.com/,"10526 W Parmer Ln Suite 417, Austin, TX 78717",Austin,4.9,1743,Hair salon,ChIJqQDk5bnSRIYRzZJpITTMxXo,blondefaithsalon@gmail.com,good,ok
The Inspection House,(214) 935-1557,https://www.theinspectionhouse.com/,,,4.9,1743,Home inspector,ChIJ-Q_b3CGZToYRFopcBcZzQes,admin@inspectionhouse.com,bad,invalid
Quack's 43rd Street Bakery,(512) 453-3399,https://quacks43rd.com/,"411 E 43rd St, Austin, TX 78751",Austin,4.5,1742,Bakery,ChIJbRDJuXbKRIYRi7T4PnhYBT4,bakery@quacksbakery.com,good,ok
Creole Kitchen and Daiquiris,(713) 766-0741,http://creole-kitchen.com/,"3250 Old Spanish Trl, Houston, TX 77021",Houston,4.6,1742,Seafood restaurant,ChIJGwFNQoa_QIYRrjKb_4LAqRo,eats@creole-kitchen.com,good,ok
OGD Overhead Garage Door,(817) 973-6979,https://ogd.com/tx/fort-worth/?utm_source=gmb&utm_medium=organic&utm_campaign=ogd-ftw-01&ogd_src=ogd-ftw-01-google_business_profile,"1019 N Henderson St, Fort Worth, TX 76107",Fort Worth,4.7,1738,Garage door supplier,ChIJpwQFu1txToYRsBIsaTBLWHA,houston@ogd.com,good,ok
Pecos Grilling Company,(281) 290-9200,http://www.pecosgrillingco.com/,"28900 Tomball Pkwy, Tomball, TX 77375",Tomball,4.4,1737,Steak house,ChIJ9f5Q5GQsR4YRysALIy8FwNM,manager@pecosgrillingco.com,good,ok
Ouisie's Table,(713) 528-2264,https://www.ouisiestable.com/,"3939 San Felipe St, Houston, TX 77027",Houston,4.4,1735,American restaurant,ChIJ0ex0eCLBQIYRUt2Q8lj_o98,ouisiestable@ouisiestable.com,good,ok
Rosco's Burger Inn,(915) 564-9028,https://roscosburgerinn.com/,"3829 Tompkins Rd, El Paso, TX 79930",El Paso,4.7,1735,Hamburger restaurant,ChIJbdLpHvpZ54YRgAAMr0i6taI,contact@roscosburgerinn.com,error,The read operation timed out
Liberty Bar,(210) 227-1187,http://liberty-bar.com/,"1111 S Alamo St, San Antonio, TX 78210",San Antonio,4.5,1735,Bar,ChIJ-eO1n6VYXIYRZNtemJuQ31k,libertybar@mac.com,good,ok
Machi Sushi All You Can Eat (Austin),(512) 358-1117,https://machisushiaustin.com/,"2200 S I-35 Frontage Rd, Austin, TX 78704",Austin,4.6,1732,Restaurant,ChIJZ6z4jbe1RIYR5mH_PDKq6HI,raymondjkg@gmail.com,good,ok
Uptown Appliance Repair,(281) 758-9978,http://www.uptownappliancerepair.com/,"9225 Katy Fwy #311, Houston, TX 77024",Houston,4.9,1710,Appliance repair service,ChIJM5VqUuHDQIYRfFo8sNd3LZo,alejandro@stoa.agency,good,ok
Box St. All Day Brunch - Hemisfair,(210) 476-5705,https://boxstallday.com/,"623 Hemisfair Blvd Ste 108, San Antonio, TX 78205",San Antonio,4.6,1710,Brunch restaurant,ChIJHQVAd2FfXIYRrocPHvIZyrU,eat@theboxstreetsocial.com,good,ok
Mein,(713) 923-7488,http://www.eatmein.com/,"9630 Clarewood Dr ste a13, Houston, TX 77036",Houston,4.5,1707,Cantonese restaurant,ChIJh6uBttrCQIYRZ6i15eIPyCw,junkgroupmein@gmail.com,good,ok
BlueWave Express Car Wash,(877) 503-0008,https://bluewaveexpress.com/,"2558 SW Military Dr, San Antonio, TX 78224",San Antonio,4.6,1706,Car wash,ChIJp1IAFNhZXIYRwczawn44Bfg,cs@bluewaveexpress.com,good,ok
Alco Air,(903) 847-5281,https://www.alcoair.com/?utm_source=google&utm_medium=gbp&se_campaign=GBP,"4412 US-259, Longview, TX 75605",Longview,4.8,1697,Plumber,ChIJdTeiHPE4NoYRnLsILNpL_qc,justintramel@alcoair.com,good,ok
Piranha Izakaya,(210) 822-1088,http://piranhaizakaya.com/,"260 E Basse Rd, San Antonio, TX 78209",San Antonio,4.4,1696,Japanese restaurant,ChIJm3X73mD1XIYRua_wn3BFtFg,contact@sansoxygen.com,good,ok
Little Bitty Burger Barn,(713) 683-6700,https://www.littlebittyburgerbarn.com/,"5139 Antoine Dr, Houston, TX 77092",Houston,4.6,1688,Hamburger restaurant,ChIJn7OO_wzGQIYRFDFuaT8sbNA,littlebittyburgerbarn17@gmail.com,good,ok
Taverna Austin (Downtown) | The Baci Room,(512) 477-1001,https://www.tavernabylombardi.com/,"258 W 2nd St, Austin, TX 78701",Austin,4.2,1687,Italian restaurant,ChIJMazVpAi1RIYRjhmcLjSvho8,reservations@tavernaakumal.com,good,ok
Heart of Texas Smiles General & Cosmetic Dentistry,(254) 848-0240,https://www.wacofamilydental.com/,"117 Burnett Ct, Waco, TX 76712",Waco,4.9,1685,Dentist,ChIJrzPwfhKET4YROdr0E8phWh4,carrie@heartoftexassmiles.com,good,ok
HomeTeam Pest Defense,(210) 641-2551,https://pestdefense.com/san-antonio/west-san-antonio-tx/,"12677 Silicon Dr, San Antonio, TX 78249",San Antonio,4.8,1679,Pest control service,ChIJ39qpPd5mXIYRI8bOlYnUbpo,techdev@deyogroup.com,good,ok
Le Café Crêpe,(512) 480-0084,http://www.cafecrepeofaustin.com/?SEO_id=GMB--R-AUSDTHX&y_source=1_MTk1OTQ3MzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"200 San Jacinto Blvd, Austin, TX 78701",Austin,4.4,1679,Restaurant,ChIJ72if-Qe1RIYRab0ZcGKtNZg,cafecrepeaustin@gmail.com,good,ok
The PumpHouse Riverside Restaurant and Bar,(361) 572-9800,http://www.victoriapumphouse.com/,"1201 W Stayton Ave, Victoria, TX 77901",Victoria,4.4,1679,American restaurant,ChIJAQAAANBmQoYRspqkXtDBoIk,events@victoriapumphouse.com,risky,unknown
Animal Alliance of Galveston County,(409) 933-1600,http://animalalliancetx.org/,"1014 Bayou Rd, La Marque, TX 77568",La Marque,4.7,1676,Veterinary care,ChIJha-069V4P4YRta_CFXdjyug,aagc@animalalliancetx.org,good,ok
Liberty Kitchen & Oysterette - River Oaks,(713) 622-1010,https://www.libertykitchenoysterette.com/,"4224 San Felipe St, Houston, TX 77027",Houston,4.5,1675,Seafood restaurant,ChIJxQPKgT3BQIYRQMnarAJDeJg,memorial@libertykitcheneats.com,good,ok
AMO the Pink Cafe in El Paso,(915) 219-8863,http://amocafeeptx.com/,"412 Yandell Dr, El Paso, TX 79902",El Paso,4.4,1672,Coffee shop,ChIJcdkNpj5Z54YRn4KkRL2EAA8,iloveamocafe@gmail.com,good,ok
Govinda's Vegetarian Cuisine,(832) 831-9951,http://govindashou.com/,"1320 W 34th St, Houston, TX 77018",Houston,4.6,1672,Indian restaurant,ChIJFRgIk6fHQIYRZeHiDsexaKM,hello@govindashou.com,error,The read operation timed out
"D&D Plumbing, Heating, and Air Conditioning",(432) 687-1011,http://www.danddmidland.com/,"1101 W Florida Ave, Midland, TX 79701",Midland,4.7,1666,Plumber,ChIJAyIa2XHY-4YR1hZXBChyf7U,ericr@danddmidland.com,good,ok
Impression Bridal,(713) 623-4696,https://www.impressionbridalstore.com/stores/galleria/,"3005 W Loop S, Houston, TX 77027",Houston,4.8,1662,Bridal shop,ChIJJQmvhnLBQIYRhtJgs5YWONQ,galleria@impressionbridalstore.com,risky,unknown
SugarCoat & Co Beauty Bar,(512) 888-9462,http://sugarcoatandcobeautybar.com/,"1000 E 41st St Suite 220, Austin, TX 78751",Austin,4.8,1652,Nail salon,ChIJuefrFta1RIYRebOBbLKpULc,sugarcoatbeautyatx512@gmail.com,good,ok
French Nails Luxury Spa & Bar,(469) 498-4900,https://frenchnailshillcrest.com/,"6757 Arapaho Rd Suite 719, Dallas, TX 75248",Dallas,4.9,1652,Nail salon,ChIJN62WL2AhTIYRjBo0htRY8WY,lavendernailbarplano@gmail.com,good,ok
Unique Home Furniture,(713) 721-7500,http://uniquehomefurniture.com/,"10904 S Post Oak Rd, Houston, TX 77035",Houston,4.9,1649,Furniture store,ChIJb-bRGhHqQIYR3dI4W-2E58g,uniquepostoak@gmail.com,good,ok
Firefighting's Finest Moving & Storage,(817) 618-7126,https://www.firefightermovers.com/fort-worth/?utm_source=google&utm_medium=organic&utm_campaign=FortWorthGBP,"3101 Reagan Dr, Fort Worth, TX 76116",Fort Worth,4.8,1642,Mover,ChIJr7Fm4yBzToYRLf2h6i1Q7G4,dallas@firefightermovers.com,good,ok
Texas Music City Grill & Smokehouse Tyler,(903) 509-4222,https://www.texasmusiccity.net/,"5424 Old Jacksonville Hwy, Tyler, TX 75703",Tyler,4.4,1641,Steak house,ChIJl_1jjnXLSYYRBdla1a-jdDE,manager@texasmusiccity.com,good,ok
Coconut Cleaning Co.,(214) 272-2139,http://coconutcleaningco.com/,"12200 N Stemmons Fwy STE 315, Dallas, TX 75234",Dallas,5,1640,Carpet cleaning service,ChIJm-IOSuBRq4kRg6EkPD7SP_U,atx@coconutcleaningco.com,good,ok
BH Locksmith,(281) 777-6030,https://bh-locksmith.com/,"6720 Chimney Rock Rd suite r, Houston, TX 77081",Houston,4.8,1634,Emergency locksmith service,ChIJFwxHgN3BQIYRDLcAXF6otG0,jsrr1881@gmail.com,good,ok
Adams Automotive on Blalock,(713) 597-6686,http://adamsautomotiveservices.com/?utm_campaign=gmb,"1010 Blalock Rd, Houston, TX 77055",Houston,4.6,1628,Auto repair shop,ChIJ98H7QorEQIYRCxG055YauS0,glenn@adamsautomotivehouston.com,good,ok
AutoSavvy Fort Worth,(833) 245-3356,https://www.autosavvy.com/dealers/fort-worth-texas/?utm_source=google&utm_medium=organic&utm_campaign=tech_seo,"3001 NE Loop 820, Fort Worth, TX 76137",Fort Worth,4.7,1622,Used car dealer,ChIJlZMNWTh3ToYRsmMpjwreZOM,jeffp@myautosource.com,good,ok
Cafe Petra Greek & Lebanese Restaurant,(281) 974-1032,https://pearland.cafe-petra.com/,"8498 S Sam Houston Pkwy E #700, Houston, TX 77075",Houston,4.8,1621,Mediterranean restaurant,ChIJYWRvEL2XQIYRh9zUkeh9sdw,cafepetrapl@gmail.com,good,ok
713 Tattoo Parlour,(713) 533-1239,http://www.713tattoo.com/,"1533 Westheimer Rd, Houston, TX 77006",Houston,4.6,1620,Tattoo and piercing shop,ChIJVQsAAZzAQIYRmPtZeQkLodg,sevenonethreetattoo@gmail.com,good,ok
Houston Grand Prix,(281) 987-3032,http://houstongrandprix.com/,"13901 Eastex Fwy, Houston, TX 77032",Houston,4.3,1619,Go-karting venue,ChIJOXEmcSyxQIYRt8HnCalUn_4,%20info@houstongrandprix.com,,
Jerry Coker - GEICO Insurance Agent,(713) 224-3426,https://www.geico.com/insurance-agents/texas/houston/jerry-coker/?y_source=1_MTQ5NTQ2OTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"1403 Spring Cypress Rd Suite 104, Spring, TX 77373",Spring,4.8,1618,Insurance agency,ChIJ3ypydB41R4YRRf1da-3-mpw,csapenter@geico.com,risky,catch_all
Texas Gun Experience,(817) 285-0664,https://texasgunexperience.com/,"1901 S Main St, Grapevine, TX 76051",Grapevine,4.9,1614,Gun shop,ChIJIZnnH-orTIYR_ffhCSAoeZs,sales@texasgunexperience.com,good,ok
Gamez Law Firm,(210) 736-4040,https://www.joegamezlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,"2943 Mossrock, San Antonio, TX 78230",San Antonio,4.8,1612,Personal injury attorney,ChIJCUSHdAlfXIYR8kc9Y3g_yM8,pat.ortega@jagamezlaw.com,good,ok
Patcha Therapeutic Massage and Spa,(281) 888-6942,https://www.patchatherapeuticmassagespa.com/services,"1511 W 12th St suite 300, Houston, TX 77008",Houston,5,1607,Massage spa,ChIJheLSlm7HQIYRxWRO70vC9Yc,patchamassagespa@gmail.com,good,ok
Augerpros Plumbing and Drain,(214) 206-6580,https://augerpros.com/,"206 W McDermott Dr #120, Allen, TX 75013",Allen,5,1602,Plumber,ChIJU9q1zBkRTIYRu0GnL6d7Hj0,complaints@tsbpe.texas.gov,good,ok
Tandoori Hut Indian Restaurant,(832) 427-6721,http://indianfoodhouston.com/,"7610 Cherry Park Dr Suite A, Houston, TX 77095",Houston,4.7,1602,Indian restaurant,ChIJp0ql_i3RQIYRoJB8hFM8-qI,tandoorihut12@gmail.com,good,ok
Fat Cat Creamery,(832) 409-6568,http://www.fatcatcreamery.com/,"1225 W 34th St Suite C-300, Houston, TX 77018",Houston,4.5,1600,Ice cream shop,ChIJBQoNy23HQIYRP3Ip1sBwjls,thecats@fatcatcreamery.com,good,ok
Burleson Yard Beer Garden,(210) 354-3001,https://www.burlesonyardbeergarden.com/,"430 Austin St, San Antonio, TX 78215",San Antonio,4.5,1600,Restaurant,ChIJ7aBn-vv1XIYRHr3YLPCzarg,joshgburleson@gmail.com,good,ok
810 Entertainment - Houston,(713) 337-2950,https://www.810bowling.com/,"1201 San Jacinto St Suite 321, Houston, TX 77002",Houston,4.6,1596,Bowling alley,ChIJz5Yxb3G_QIYRi_XKDSC7a_0,hello@brand.com,bad,invalid
Künstler Brewing,(210) 688-4519,http://www.kuenstlerbrewing.com/,"302 E Lachapelle, San Antonio, TX 78204",San Antonio,4.7,1583,Brewery,ChIJVZfiLbxYXIYR9NRjNR_nJ8I,vera@kuenstlerbrewing.com,good,ok
Hattie B's Hot Chicken,(469) 425-8100,http://hattieb.com/,"3827 Lemmon Ave, Dallas, TX 75219",Dallas,4.4,1577,Chicken restaurant,ChIJL7HuMLuZToYRSJkIwyZCeIo,amy@hattieb.com,good,ok
Ruchi's Mexican Grill,+1 832-363-3535,https://www.ruchismexicangrill.com/,"6945 Industrial Pkwy, Rosenberg, TX 77471, United States",Rosenberg,3.9,1574,Mexican restaurant,ChIJ2_nL97kdQYYRWNWE7IgPH9E,ruchis12@ruchismexicangrill.com,error,The read operation timed out
My Spa Joy,(346) 660-3277,https://myspajoytx.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,"720 W Alabama St, Houston, TX 77006",Houston,4.9,1573,Massage spa,ChIJI0-M4s_DQIYRi67WrFgfF9E,myspajoy60@gmail.com,good,ok
Chorus Security (Formerly BSG),(210) 877-1222,https://callchorus.com/locations/san-antonio-tx-home-security/?utm_source=google&utm_medium=gmb&utm_campaign=sat_home_security,"121 Interpark Blvd Suite 601, San Antonio, TX 78216",San Antonio,4.9,1572,Security service,ChIJGWimNOJmXIYRpT_N-RBDNZY,contact@mysite.com,bad,invalid
Alpha Omega Grill & Bakery,(254) 732-7506,https://alphaomegawaco.com/alphaomegagrillbakery?utm_source=google,"929 Franklin Ave, Waco, TX 76701",Waco,4.5,1565,Mediterranean restaurant,ChIJtzhKKk2CT4YR_Lf2l3GlgpE,lentisdorothy@gmail.com,good,ok
Feel Great Car Wash - Cockrell Hill,(214) 258-5767,https://feelgreatcarwash.com/location/texas/dallas/cockrell-hill-rd/,"1717 N Cockrell Hill Rd, Dallas, TX 75211",Dallas,4.9,1560,Car wash,ChIJEWONFD-bToYRBkI8G9yhFNE,support@feelgreatcarwash.com,good,ok
8th Wonder Brewery + Cannabis,(832) 371-1666,https://8thwonder.com/,"2202 Dallas St, Houston, TX 77003",Houston,4.6,1560,Brewery,ChIJnZloaR-_QIYRhAfg-qYr9HI,taproom@8thwonder.com,good,ok
Milano Nail Spa Wynnewood Village,(469) 399-1837,https://milanonailspas.com/spas/wynnewood-village,"655 W Illinois Ave Suite 916, Dallas, TX 75224",Dallas,4.8,1559,Nail salon,ChIJOYlCAh2zb68RNv0UdTZxZ7E,dho@milanonailspas.com,good,ok
Punch Bowl Social,+1 469-607-6880,https://punchbowlsocial.com/location/dallas/,"2600 Main St, Dallas, TX 75226, United States",Dallas,4.1,1558,Restaurant,ChIJOzY-9KmZToYRqAGJ_cQo_V4,hr@punchbowlsocial.com,good,ok
Gulf Coast Auto & Truck Repair,(281) 332-8376,https://www.gcatr.com/,"281 State Hwy 3, League City, TX 77573",League City,4.9,1556,Auto repair shop,ChIJE-cnL9OCQIYRE3h_KSZysmo,frank@gcatr.com,risky,unknown
KP Staffing,(817) 831-0191,https://www.kpstaffing.com/our-office-locations/fort-worth-office/,"3501 Airport Fwy, Fort Worth, TX 76111",Fort Worth,4.8,1556,Employment agency,ChIJCawFbEhxToYRRxGMrxxiSE4,westhouston@kpstaffing.com,good,ok
AutoZone Auto Parts,(214) 398-0621,https://www.autozone.com/locations/tx/dallas/1339-s-buckner-blvd.html?cmpid=LOC:US:EN:AD:NL:1000000:GEN:5789,"1339 S Buckner Blvd, Dallas, TX 75217",Dallas,4,1549,Auto parts store,ChIJ_XufG0ejToYRQh05YhplwpU,customer.service@autozone.com,good,ok
Bar 1919,(210) 227-1420,https://www.bar1919.com/,"1420 S Alamo St, San Antonio, TX 78204",San Antonio,4.6,1549,Bar,ChIJ0-i3L7tYXIYRk7jlniDXVHI,thegiraffe@bar1919.com,risky,unknown
Majestic AC,(281) 376-2224,https://www.majestic-ac.com/,"17011 Seven Pines Dr, Spring, TX 77379",Spring,4.9,1547,Air conditioning contractor,ChIJ02eQNd_MQIYRizsYYjy-lcQ,service@majestic-ac.com,good,ok
Cerv Property Solutions San Antonio,(210) 899-5771,https://www.magnapest.com/locations/san-antonio-texas/?utm_source=google&utm_medium=organic&utm_campaign=local-seo,,,5,1541,Property maintenance,ChIJpYzOdjSLXIYRop6BFwtnhlU,office@magnapest.com,good,ok
Lone Star Charlie's Family Restaurant,(936) 365-3017,http://lonestarcharlies.net/,"4591 US-59, Livingston, TX 77351",Livingston,4.2,1526,Family restaurant,ChIJAS3x7OWEOIYR44q68tVy6Eg,lscharlies@eastex.net,good,ok
CELLAIRIS | #1 Quality Phone Repair In San Antonio.,(210) 573-7919,https://www.cellairis.com/stores/san-antonio-tx-cell-phone-iphone-repair,"1200 SE Military Dr, San Antonio, TX 78214",San Antonio,5,1525,Mobile phone repair shop,ChIJKytqYT33XIYRCM5r18Ka8uw,cc@cellairis.com,good,ok
Salsa Limón,(972) 803-4388,https://salsalimon.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,"411 N Akard St, Dallas, TX 75201",Dallas,4.5,1524,Mexican restaurant,ChIJly-7jCKZToYRS7nYEiR4pBQ,contact@salsalimon.com,good,ok
Osso & Kristalla,(713) 221-6666,http://www.ossoandkristalla.com/,"1515 Texas Ave, Houston, TX 77002",Houston,4.3,1519,Italian restaurant,ChIJh4_KFyS_QIYRHv9hv2AO8_M,gm@ossoandkristalla.com,good,ok
Stonegate Pharmacy,(512) 707-2300,https://www.stonegaterx.com/,"2501 W William Cannon Dr #203, Austin, TX 78745",Austin,4.5,1517,Pharmacy,ChIJS4OwiGFLW4YRtpKj_k-JDX0,broadway@stonegaterx.com,risky,unknown
Controversy Ink Tattoo Studio,(469) 953-4615,http://controversyinktattoostudio.com/?utm_source=gmb&utm_medium=referral,"3211 W Northwest Hwy #600, Dallas, TX 75220",Dallas,4.9,1515,Tattoo shop,ChIJiS-TSKCdToYRWkwwqC4veoI,controversyinktattoocom@gmail.com,good,ok
Mi Tierra Auto Sales,(832) 290-7144,http://mitierraautosaleshouston.com/,"7935 Gulf Fwy, Houston, TX 77017",Houston,4.3,1514,Used car dealer,ChIJM8ClYoe9QIYRS2sp6MK0mXc,sales@mitierraautosales.com,good,ok
Firehouse Lounge,(512) 201-2522,https://www.firehousehostel.com/lounge,"605 Brazos St, Austin, TX 78701",Austin,4.5,1505,Cocktail bar,ChIJ7XFDZae1RIYROB6oLNdB2Bk,austinfirehouse@gmail.com,good,ok
The Aussie Grind,(469) 428-0966,https://www.theaussiegrind.com/,"3930 Preston Rd #120, Frisco, TX 75035",Frisco,4.7,1504,Australian restaurant,ChIJ-41CeUk9TIYRMAnITFZOC20,gday@theaussiegrind.com,risky,catch_all
